time,pm25,pm10,co,no2,o3
2026-04-20 12:00:00,30.6,36.0,584.0,12.1,189.0
2026-04-20 13:00:00,28.6,33.6,377.0,9.8,202.0
2026-04-20 14:00:00,27.1,31.9,394.0,5.1,205.0
2026-04-20 15:00:00,26.4,31.1,545.0,2.7,198.0
2026-04-20 16:00:00,26.7,31.3,655.0,15.9,176.0
2026-04-20 17:00:00,36.7,41.4,653.0,60.5,126.0
2026-04-20 18:00:00,69.2,75.9,609.0,120.6,61.0
2026-04-20 19:00:00,81.7,89.2,558.0,122.0,19.0
2026-04-20 20:00:00,79.9,86.6,507.0,115.4,14.0
2026-04-20 21:00:00,80.1,86.1,450.0,106.3,7.0
2026-04-20 22:00:00,77.5,83.1,395.0,98.4,2.0
2026-04-20 23:00:00,75.4,81.0,336.0,93.6,0.0
2026-04-21 00:00:00,76.8,82.2,279.0,90.2,0.0
2026-04-21 01:00:00,77.3,82.7,262.0,86.6,0.0
2026-04-21 02:00:00,78.7,84.1,254.0,81.6,0.0
2026-04-21 03:00:00,78.0,83.4,284.0,76.5,0.0
2026-04-21 04:00:00,77.3,82.7,477.0,73.3,3.0
2026-04-21 05:00:00,81.7,87.3,1048.0,75.1,16.0
2026-04-21 06:00:00,96.4,102.7,1783.0,78.8,36.0
2026-04-21 07:00:00,86.8,92.7,2155.0,65.6,53.0
2026-04-21 08:00:00,52.3,58.1,1815.0,53.2,73.0
2026-04-21 09:00:00,39.7,45.3,1113.0,36.0,102.0
2026-04-21 10:00:00,33.6,38.5,579.0,22.1,132.0
2026-04-21 11:00:00,31.9,36.4,428.0,14.6,164.0
2026-04-21 12:00:00,31.7,35.6,445.0,10.5,197.0
2026-04-21 13:00:00,31.1,34.5,510.0,8.9,217.0
2026-04-21 14:00:00,31.3,34.3,624.0,9.8,219.0
2026-04-21 15:00:00,30.4,32.8,786.0,13.3,209.0
2026-04-21 16:00:00,28.8,31.0,871.0,18.7,190.0
2026-04-21 17:00:00,33.6,35.4,795.0,27.7,156.0
2026-04-21 18:00:00,46.1,47.7,644.0,38.5,112.0
2026-04-21 19:00:00,32.6,34.3,544.0,56.4,29.0
2026-04-21 20:00:00,25.6,27.2,558.0,52.0,32.0
2026-04-21 21:00:00,25.7,27.0,624.0,45.9,36.0
2026-04-21 22:00:00,26.5,27.8,689.0,41.0,39.0
2026-04-21 23:00:00,22.8,23.9,761.0,38.5,38.0
2026-04-22 00:00:00,17.1,17.8,833.0,37.2,36.0
2026-04-22 01:00:00,19.4,20.4,828.0,36.5,33.0
2026-04-22 02:00:00,23.7,24.8,639.0,36.1,29.0
2026-04-22 03:00:00,25.4,26.6,373.0,36.2,25.0
2026-04-22 04:00:00,22.4,23.6,280.0,36.7,22.0
2026-04-22 05:00:00,19.9,20.8,567.0,38.2,21.0
2026-04-22 06:00:00,21.9,22.9,1026.0,40.0,21.0
2026-04-22 07:00:00,44.9,46.9,1281.0,46.9,22.0
2026-04-22 08:00:00,24.6,25.4,1100.0,41.8,30.0
2026-04-22 09:00:00,21.1,22.2,716.0,34.7,40.0
2026-04-22 10:00:00,19.2,19.8,450.0,29.2,50.0
2026-04-22 11:00:00,17.3,18.0,402.0,26.4,59.0
2026-04-22 12:00:00,15.5,16.2,472.0,25.1,68.0
2026-04-22 13:00:00,13.8,14.5,679.0,25.5,70.0
2026-04-22 14:00:00,13.1,13.8,1061.0,27.3,63.0
2026-04-22 15:00:00,15.2,16.2,1581.0,30.7,50.0
2026-04-22 16:00:00,19.7,21.9,2146.0,36.2,37.0
2026-04-22 17:00:00,30.5,33.1,2856.0,46.1,25.0
2026-04-22 18:00:00,27.9,29.9,3611.0,58.1,13.0
2026-04-22 19:00:00,33.3,35.0,4020.0,68.0,6.0
2026-04-22 20:00:00,28.8,30.4,3865.0,62.1,7.0
2026-04-22 21:00:00,27.8,29.6,3364.0,53.9,9.0
2026-04-22 22:00:00,28.2,30.3,2773.0,47.5,10.0
2026-04-22 23:00:00,29.3,31.8,2085.0,45.0,9.0
2026-04-23 00:00:00,32.8,35.4,1308.0,44.3,6.0
2026-04-23 01:00:00,35.5,38.0,719.0,43.6,4.0
2026-04-23 02:00:00,36.0,38.4,435.0,41.7,2.0
2026-04-23 03:00:00,36.8,39.5,340.0,39.7,1.0
2026-04-23 04:00:00,40.2,42.8,358.0,39.1,4.0
2026-04-23 05:00:00,46.6,49.4,551.0,42.4,12.0
2026-04-23 06:00:00,59.0,62.2,858.0,47.1,24.0
2026-04-23 07:00:00,53.1,56.0,1023.0,51.8,34.0
2026-04-23 08:00:00,21.9,24.8,890.0,40.8,51.0
2026-04-23 09:00:00,15.9,17.2,614.0,25.6,74.0
2026-04-23 10:00:00,13.9,14.6,412.0,14.6,90.0
2026-04-23 11:00:00,13.2,13.9,358.0,11.6,90.0
2026-04-23 12:00:00,12.0,12.5,376.0,12.8,84.0
2026-04-23 13:00:00,11.0,11.5,457.0,14.7,79.0
2026-04-23 14:00:00,11.4,11.8,602.0,15.0,85.0
2026-04-23 15:00:00,12.3,12.7,810.0,16.0,92.0
2026-04-23 16:00:00,13.5,13.9,1059.0,21.8,90.0
2026-04-23 17:00:00,21.2,21.6,1426.0,37.6,66.0
2026-04-23 18:00:00,33.2,34.3,1835.0,58.0,32.0
2026-04-23 19:00:00,33.6,35.3,2041.0,65.5,4.0
2026-04-23 20:00:00,34.1,35.6,1897.0,63.4,3.0
2026-04-23 21:00:00,34.2,35.7,1551.0,60.3,2.0
2026-04-23 22:00:00,35.4,36.9,1199.0,56.8,1.0
2026-04-23 23:00:00,34.8,36.3,876.0,53.0,2.0
2026-04-24 00:00:00,33.4,35.0,547.0,48.9,4.0
2026-04-24 01:00:00,33.4,34.9,309.0,44.9,6.0
2026-04-24 02:00:00,33.6,35.3,195.0,40.9,8.0
2026-04-24 03:00:00,34.7,36.3,171.0,36.9,11.0
2026-04-24 04:00:00,32.5,33.9,231.0,33.6,13.0
2026-04-24 05:00:00,17.3,18.4,446.0,31.9,13.0
2026-04-24 06:00:00,20.9,22.0,744.0,30.9,13.0
2026-04-24 07:00:00,21.2,22.2,904.0,28.8,29.0
2026-04-24 08:00:00,11.8,13.2,783.0,23.1,40.0
2026-04-24 09:00:00,9.0,10.4,525.0,15.3,55.0
2026-04-24 10:00:00,8.1,9.4,337.0,9.6,68.0
2026-04-24 11:00:00,7.8,9.1,299.0,7.7,78.0
2026-04-24 12:00:00,8.2,9.4,332.0,7.9,86.0
2026-04-24 13:00:00,8.3,9.3,407.0,9.2,89.0
2026-04-24 14:00:00,8.3,9.4,548.0,10.3,85.0
2026-04-24 15:00:00,8.2,9.1,732.0,12.5,76.0
2026-04-24 16:00:00,10.8,11.6,862.0,18.3,64.0
2026-04-24 17:00:00,15.9,17.1,899.0,31.7,46.0
2026-04-24 18:00:00,23.3,25.0,882.0,48.8,25.0
2026-04-24 19:00:00,27.6,29.2,833.0,57.4,11.0
2026-04-24 20:00:00,27.6,29.0,750.0,56.0,10.0
2026-04-24 21:00:00,28.4,29.7,634.0,53.8,8.0
2026-04-24 22:00:00,31.8,32.9,516.0,50.9,7.0
2026-04-24 23:00:00,32.8,34.1,387.0,46.6,9.0
2026-04-25 00:00:00,30.7,32.0,254.0,41.6,12.0
2026-04-25 01:00:00,30.6,31.9,172.0,37.9,14.0
2026-04-25 02:00:00,33.4,34.9,157.0,36.3,12.0
2026-04-25 03:00:00,37.6,39.2,192.0,36.0,9.0
2026-04-25 04:00:00,40.6,42.3,281.0,37.3,11.0
2026-04-25 05:00:00,43.9,45.6,486.0,42.6,22.0
2026-04-25 06:00:00,56.0,58.2,746.0,49.4,39.0
2026-04-25 07:00:00,39.1,41.7,880.0,31.8,54.0
2026-04-25 08:00:00,23.6,25.5,768.0,25.1,67.0
2026-04-25 09:00:00,16.8,17.6,530.0,15.7,85.0
2026-04-25 10:00:00,13.7,14.6,353.0,8.7,97.0
2026-04-25 11:00:00,11.9,12.6,303.0,6.0,98.0
2026-04-25 12:00:00,10.9,11.6,313.0,5.6,93.0
2026-04-25 13:00:00,10.2,10.9,370.0,6.1,87.0
2026-04-25 14:00:00,9.8,10.5,338.0,6.3,83.0
2026-04-25 15:00:00,9.7,10.4,354.0,7.4,78.0
2026-04-25 16:00:00,10.0,10.6,810.0,11.5,68.0
2026-04-25 17:00:00,13.7,14.1,2317.0,21.9,49.0
2026-04-25 18:00:00,18.0,18.3,4265.0,35.4,24.0
2026-04-25 19:00:00,27.0,28.1,5218.0,47.1,6.0
2026-04-25 20:00:00,26.4,27.0,4214.0,43.5,7.0
2026-04-25 21:00:00,24.7,25.1,2215.0,38.5,8.0
2026-04-25 22:00:00,21.1,21.5,670.0,33.7,10.0
2026-04-25 23:00:00,18.3,18.7,194.0,29.4,13.0
2026-04-26 00:00:00,17.2,17.5,172.0,25.5,15.0
2026-04-26 01:00:00,17.8,18.1,204.0,23.1,17.0
2026-04-26 02:00:00,18.7,19.1,151.0,23.1,15.0
2026-04-26 03:00:00,21.3,21.8,153.0,24.8,13.0
2026-04-26 04:00:00,27.3,28.2,224.0,26.6,13.0
2026-04-26 05:00:00,34.6,35.7,436.0,29.3,18.0
2026-04-26 06:00:00,49.0,50.5,718.0,32.2,27.0
2026-04-26 07:00:00,25.0,25.8,875.0,31.1,42.0
2026-04-26 08:00:00,10.1,10.5,783.0,25.8,51.0
2026-04-26 09:00:00,8.5,8.8,566.0,18.4,63.0
2026-04-26 10:00:00,7.6,7.9,407.0,12.5,76.0
2026-04-26 11:00:00,6.2,6.3,368.0,9.1,90.0
2026-04-26 12:00:00,6.1,6.3,387.0,7.2,104.0
2026-04-26 13:00:00,7.1,7.3,452.0,7.1,113.0
2026-04-26 14:00:00,8.3,8.6,482.0,9.0,114.0
2026-04-26 15:00:00,8.9,9.1,559.0,12.8,110.0
2026-04-26 16:00:00,9.7,9.9,916.0,18.7,99.0
2026-04-26 17:00:00,12.4,12.9,1835.0,29.1,77.0
2026-04-26 18:00:00,18.2,18.8,3035.0,41.7,50.0
2026-04-26 19:00:00,22.7,23.3,3906.0,45.3,40.0
2026-04-26 20:00:00,22.5,22.7,4170.0,42.4,41.0
2026-04-26 21:00:00,27.4,27.5,4105.0,38.3,42.0
2026-04-26 22:00:00,24.2,24.3,3931.0,35.1,42.0
2026-04-26 23:00:00,23.6,23.6,3704.0,33.4,41.0
2026-04-27 00:00:00,22.6,22.6,3369.0,32.6,39.0
2026-04-27 01:00:00,24.1,24.1,2981.0,32.7,36.0
2026-04-27 02:00:00,27.2,27.3,2468.0,33.6,31.0
2026-04-27 03:00:00,30.6,30.6,1901.0,35.4,24.0
2026-04-27 04:00:00,31.3,31.4,1550.0,38.3,19.0
2026-04-27 05:00:00,35.7,35.7,1629.0,43.7,15.0
2026-04-27 06:00:00,45.8,46.3,1925.0,50.3,13.0
2026-04-27 07:00:00,67.3,69.6,2064.0,67.4,29.0
2026-04-27 08:00:00,37.0,37.4,1855.0,56.5,46.0
2026-04-27 09:00:00,28.1,28.5,1489.0,41.5,71.0
2026-04-27 10:00:00,23.3,23.7,1169.0,29.6,95.0
2026-04-27 11:00:00,22.9,23.3,941.0,23.5,120.0
2026-04-27 12:00:00,23.7,24.2,758.0,20.6,144.0
2026-04-27 13:00:00,29.7,30.3,680.0,20.4,155.0
2026-04-27 14:00:00,26.5,26.9,587.0,23.4,143.0
2026-04-27 15:00:00,30.7,31.1,600.0,29.1,117.0
2026-04-27 16:00:00,34.8,35.2,1138.0,35.8,91.0
2026-04-27 17:00:00,39.1,39.3,2858.0,44.3,67.0
2026-04-27 18:00:00,41.6,41.8,5104.0,53.9,43.0
2026-04-27 19:00:00,45.2,45.3,6326.0,85.0,15.0
2026-04-27 20:00:00,34.1,35.4,5595.0,73.1,18.0
2026-04-27 21:00:00,27.0,28.1,3840.0,56.6,23.0
2026-04-27 22:00:00,23.7,24.7,2305.0,43.5,26.0
2026-04-27 23:00:00,20.4,21.3,1401.0,37.6,25.0
2026-04-28 00:00:00,21.0,21.8,716.0,35.2,23.0
2026-04-28 01:00:00,22.8,23.7,254.0,33.2,21.0
2026-04-28 02:00:00,22.4,23.2,35.0,29.8,20.0
2026-04-28 03:00:00,22.9,23.7,38.0,26.9,19.0
2026-04-28 04:00:00,24.2,25.0,207.0,27.0,17.0
2026-04-28 05:00:00,23.0,23.7,675.0,33.8,10.0
2026-04-28 06:00:00,26.4,27.2,1307.0,43.6,3.0
2026-04-28 07:00:00,36.4,37.8,1647.0,29.6,34.0
2026-04-28 08:00:00,27.0,28.3,1395.0,25.2,62.0
2026-04-28 09:00:00,19.5,19.9,850.0,19.1,101.0
2026-04-28 10:00:00,17.3,17.6,449.0,14.2,132.0
2026-04-28 11:00:00,17.6,17.9,381.0,11.1,148.0
2026-04-28 12:00:00,15.9,16.2,458.0,9.1,156.0
2026-04-28 13:00:00,13.9,14.1,551.0,9.4,159.0
2026-04-28 14:00:00,14.3,14.5,631.0,12.9,161.0
2026-04-28 15:00:00,17.4,17.6,728.0,18.7,159.0
2026-04-28 16:00:00,21.1,21.4,800.0,25.1,145.0
2026-04-28 17:00:00,31.9,32.1,836.0,32.4,110.0
2026-04-28 18:00:00,25.4,25.5,848.0,40.3,62.0
2026-04-28 19:00:00,24.7,25.4,823.0,55.4,15.0
2026-04-28 20:00:00,20.9,21.7,744.0,50.0,17.0
2026-04-28 21:00:00,19.8,20.5,629.0,42.5,19.0
2026-04-28 22:00:00,19.2,19.8,521.0,35.5,21.0
2026-04-28 23:00:00,18.0,18.7,428.0,29.8,23.0
2026-04-29 00:00:00,16.1,16.7,343.0,24.7,24.0
2026-04-29 01:00:00,13.2,13.6,287.0,21.2,24.0
2026-04-29 02:00:00,13.3,13.7,244.0,19.6,23.0
2026-04-29 03:00:00,17.1,17.6,230.0,19.6,20.0
2026-04-29 04:00:00,20.7,21.2,310.0,21.5,17.0
2026-04-29 05:00:00,23.7,24.3,600.0,27.5,10.0
2026-04-29 06:00:00,27.0,27.6,984.0,35.3,2.0
2026-04-29 07:00:00,29.6,31.1,1179.0,45.3,26.0
2026-04-29 08:00:00,12.7,14.1,993.0,36.8,45.0
2026-04-29 09:00:00,11.9,13.3,619.0,25.1,71.0
2026-04-29 10:00:00,10.4,11.6,344.0,16.3,87.0
2026-04-29 11:00:00,7.6,8.5,268.0,12.9,85.0
2026-04-29 12:00:00,6.2,6.9,292.0,12.5,73.0
2026-04-29 13:00:00,7.5,8.4,412.0,13.5,61.0
2026-04-29 14:00:00,6.6,7.3,705.0,15.4,53.0
2026-04-29 15:00:00,6.6,7.4,1093.0,18.8,44.0
2026-04-29 16:00:00,9.4,10.2,1340.0,23.6,35.0
2026-04-29 17:00:00,13.2,14.1,1310.0,31.4,23.0
2026-04-29 18:00:00,18.7,19.5,1138.0,40.7,9.0
2026-04-29 19:00:00,23.6,24.3,996.0,52.4,2.0
2026-04-29 20:00:00,29.8,30.6,973.0,55.1,1.0
2026-04-29 21:00:00,44.0,44.9,979.0,58.6,0.0
2026-04-29 22:00:00,53.9,54.9,922.0,60.3,0.0
2026-04-29 23:00:00,51.8,52.9,726.0,59.1,0.0
2026-04-30 00:00:00,50.1,51.2,466.0,56.2,1.0
2026-04-30 01:00:00,34.8,35.5,274.0,51.8,2.0
2026-04-30 02:00:00,21.2,22.0,172.0,44.5,5.0
2026-04-30 03:00:00,16.0,16.6,138.0,35.8,10.0
2026-04-30 04:00:00,19.3,20.0,235.0,30.7,13.0
2026-04-30 05:00:00,15.9,16.6,603.0,33.3,12.0
2026-04-30 06:00:00,20.6,21.5,1102.0,39.7,9.0
2026-04-30 07:00:00,21.4,22.4,1382.0,30.4,25.0
2026-04-30 08:00:00,14.8,15.3,1218.0,26.7,48.0
2026-04-30 09:00:00,13.9,14.1,834.0,21.5,81.0
2026-04-30 10:00:00,14.5,14.7,552.0,17.4,105.0
2026-04-30 11:00:00,11.7,11.8,494.0,14.8,115.0
2026-04-30 12:00:00,9.5,9.6,537.0,13.2,116.0
2026-04-30 13:00:00,9.3,9.4,634.0,13.4,112.0
2026-04-30 14:00:00,9.4,9.5,796.0,14.6,101.0
2026-04-30 15:00:00,10.8,10.9,1011.0,17.6,84.0
2026-04-30 16:00:00,11.8,12.1,1198.0,25.6,65.0
2026-04-30 17:00:00,16.8,17.6,1361.0,44.2,44.0
2026-04-30 18:00:00,32.7,34.3,1497.0,67.8,21.0
2026-04-30 19:00:00,46.6,48.7,1510.0,86.0,5.0
2026-04-30 20:00:00,43.8,46.0,1311.0,85.3,4.0
2026-04-30 21:00:00,52.2,54.5,991.0,84.4,4.0
2026-04-30 22:00:00,52.5,54.9,725.0,83.4,3.0
2026-04-30 23:00:00,53.6,56.0,571.0,82.6,3.0
2026-05-01 00:00:00,61.7,64.5,473.0,81.8,2.0
2026-05-01 01:00:00,65.7,68.7,434.0,80.5,2.0
2026-05-01 02:00:00,65.7,68.2,375.0,78.8,0.0
2026-05-01 03:00:00,66.4,68.2,376.0,76.6,0.0
2026-05-01 04:00:00,73.3,74.7,681.0,72.8,2.0
2026-05-01 05:00:00,79.6,81.0,1676.0,66.1,16.0
2026-05-01 06:00:00,81.5,82.9,2976.0,57.7,36.0
2026-05-01 07:00:00,65.2,67.1,3666.0,68.2,42.0
2026-05-01 08:00:00,37.3,37.3,3161.0,60.2,61.0
2026-05-01 09:00:00,23.7,23.7,2047.0,48.8,89.0
2026-05-01 10:00:00,17.1,17.1,1165.0,38.3,118.0
2026-05-01 11:00:00,16.4,16.4,859.0,29.2,149.0
2026-05-01 12:00:00,19.0,19.0,785.0,20.8,180.0
2026-05-01 13:00:00,21.7,21.7,749.0,15.5,203.0
2026-05-01 14:00:00,22.8,22.9,699.0,13.4,215.0
2026-05-01 15:00:00,23.2,23.2,686.0,14.3,217.0
2026-05-01 16:00:00,23.1,23.1,678.0,19.6,205.0
2026-05-01 17:00:00,29.0,29.0,672.0,31.9,167.0
2026-05-01 18:00:00,42.8,42.8,670.0,48.5,114.0
2026-05-01 19:00:00,35.0,35.0,641.0,55.6,36.0
2026-05-01 20:00:00,35.2,35.2,551.0,54.1,31.0
2026-05-01 21:00:00,36.6,36.8,434.0,51.9,25.0
2026-05-01 22:00:00,33.1,33.4,358.0,48.8,20.0
2026-05-01 23:00:00,30.5,31.1,335.0,44.0,19.0
2026-05-02 00:00:00,28.1,28.7,352.0,38.3,21.0
2026-05-02 01:00:00,27.8,28.4,442.0,34.4,21.0
2026-05-02 02:00:00,24.8,25.3,575.0,33.6,17.0
2026-05-02 03:00:00,27.1,27.6,780.0,34.7,12.0
2026-05-02 04:00:00,35.4,36.0,1181.0,36.3,11.0
2026-05-02 05:00:00,44.4,45.1,2079.0,39.5,15.0
2026-05-02 06:00:00,54.4,55.4,3172.0,43.3,23.0
2026-05-02 07:00:00,24.3,25.4,3680.0,31.2,53.0
2026-05-02 08:00:00,11.6,12.2,3062.0,26.0,73.0
2026-05-02 09:00:00,9.6,9.9,1858.0,18.7,100.0
2026-05-02 10:00:00,9.1,9.2,913.0,12.9,121.0
2026-05-02 11:00:00,8.5,8.6,552.0,9.7,132.0
2026-05-02 12:00:00,8.9,9.1,449.0,8.0,137.0
2026-05-02 13:00:00,10.3,10.5,469.0,8.2,137.0
2026-05-02 14:00:00,10.6,10.8,517.0,8.9,131.0
2026-05-02 15:00:00,10.2,10.4,688.0,11.6,120.0
2026-05-02 16:00:00,11.8,12.1,1137.0,20.8,102.0
2026-05-02 17:00:00,22.4,22.9,2212.0,44.7,71.0
2026-05-02 18:00:00,36.1,37.4,3564.0,75.2,33.0
2026-05-02 19:00:00,43.8,46.4,4305.0,75.8,22.0
2026-05-02 20:00:00,42.0,43.8,3855.0,69.8,24.0
2026-05-02 21:00:00,37.5,38.6,2794.0,61.6,27.0
2026-05-02 22:00:00,39.5,40.6,1973.0,55.4,28.0
2026-05-02 23:00:00,40.0,40.6,1775.0,53.0,28.0
2026-05-03 00:00:00,43.4,43.8,1817.0,52.6,27.0
2026-05-03 01:00:00,47.4,47.6,1799.0,53.2,24.0
2026-05-03 02:00:00,49.7,50.3,1491.0,55.1,17.0
2026-05-03 03:00:00,54.6,56.0,1123.0,58.0,8.0
2026-05-03 04:00:00,64.5,65.7,1080.0,59.8,5.0
2026-05-03 05:00:00,78.2,78.5,1786.0,60.5,12.0
2026-05-03 06:00:00,99.2,99.4,2818.0,60.1,25.0
2026-05-03 07:00:00,70.5,71.2,3287.0,45.6,42.0
2026-05-03 08:00:00,28.3,29.0,2603.0,37.5,62.0
2026-05-03 09:00:00,22.1,22.7,1357.0,26.3,91.0
2026-05-03 10:00:00,19.3,19.8,435.0,17.2,116.0
2026-05-03 11:00:00,17.7,18.2,192.0,12.0,137.0
2026-05-03 12:00:00,19.0,19.6,273.0,8.9,155.0
2026-05-03 13:00:00,15.5,16.0,493.0,8.0,162.0
2026-05-03 14:00:00,15.3,15.8,774.0,8.1,153.0
2026-05-03 15:00:00,15.1,15.5,1194.0,10.3,134.0
2026-05-03 16:00:00,14.6,14.9,1811.0,18.1,110.0
2026-05-03 17:00:00,19.6,19.9,2871.0,37.5,79.0
2026-05-03 18:00:00,38.1,39.5,4126.0,62.5,44.0
2026-05-03 19:00:00,33.3,34.9,4891.0,73.8,29.0
2026-05-03 20:00:00,30.5,31.9,4834.0,69.2,29.0
2026-05-03 21:00:00,31.4,32.7,4285.0,63.0,28.0
2026-05-03 22:00:00,37.3,38.9,3551.0,59.1,26.0
2026-05-03 23:00:00,43.3,45.4,2559.0,59.6,23.0
2026-05-04 00:00:00,48.8,51.2,1381.0,62.3,19.0
2026-05-04 01:00:00,53.4,55.9,536.0,64.6,15.0
2026-05-04 02:00:00,60.8,63.3,139.0,66.0,9.0
2026-05-04 03:00:00,68.2,71.0,75.0,67.0,2.0
2026-05-04 04:00:00,80.6,80.8,518.0,66.8,3.0
2026-05-04 05:00:00,85.4,85.7,2035.0,66.1,15.0
2026-05-04 06:00:00,97.1,97.8,4058.0,64.2,34.0
2026-05-04 07:00:00,80.8,82.7,5063.0,58.5,53.0
2026-05-04 08:00:00,34.6,35.6,4029.0,45.7,76.0
2026-05-04 09:00:00,22.2,23.1,1976.0,28.0,109.0
2026-05-04 10:00:00,18.1,18.8,440.0,14.5,136.0
2026-05-04 11:00:00,16.1,16.7,98.0,8.9,152.0
2026-05-04 12:00:00,15.4,16.0,273.0,7.5,163.0
2026-05-04 13:00:00,14.9,15.5,471.0,7.9,167.0
2026-05-04 14:00:00,14.5,15.1,514.0,6.9,165.0
2026-05-04 15:00:00,14.4,15.0,580.0,7.8,157.0
2026-05-04 16:00:00,15.6,16.1,714.0,17.7,140.0
2026-05-04 17:00:00,27.2,28.1,1015.0,47.5,105.0
2026-05-04 18:00:00,52.0,54.9,1383.0,86.4,60.0
2026-05-04 19:00:00,62.9,66.6,1563.0,99.0,9.0
2026-05-04 20:00:00,50.3,53.0,1378.0,82.6,21.0
2026-05-04 21:00:00,41.2,43.2,1005.0,60.3,37.0
2026-05-04 22:00:00,39.7,41.6,714.0,45.6,46.0
2026-05-04 23:00:00,44.1,46.3,629.0,46.2,41.0
2026-05-05 00:00:00,55.8,58.3,626.0,54.5,29.0
2026-05-05 01:00:00,62.2,64.7,604.0,60.7,18.0
2026-05-05 02:00:00,79.2,79.6,409.0,60.6,11.0
2026-05-05 03:00:00,90.8,91.3,194.0,58.6,5.0
2026-05-05 04:00:00,88.5,88.9,316.0,57.6,4.0
2026-05-05 05:00:00,86.6,86.8,1207.0,61.1,6.0
2026-05-05 06:00:00,96.9,97.1,2436.0,65.8,14.0
2026-05-05 07:00:00,87.8,88.9,3066.0,54.6,61.0
2026-05-05 08:00:00,38.4,40.2,2485.0,43.1,83.0
2026-05-05 09:00:00,28.5,30.0,1306.0,27.2,114.0
2026-05-05 10:00:00,23.5,24.4,425.0,14.9,138.0
2026-05-05 11:00:00,20.3,21.2,241.0,9.5,149.0
2026-05-05 12:00:00,17.9,18.6,357.0,7.7,152.0
2026-05-05 13:00:00,16.0,16.8,473.0,7.5,150.0
2026-05-05 14:00:00,14.5,15.2,482.0,7.7,141.0
2026-05-05 15:00:00,13.6,14.2,491.0,9.6,127.0
2026-05-05 16:00:00,13.4,14.0,530.0,14.9,109.0
2026-05-05 17:00:00,19.3,19.8,640.0,27.2,84.0
2026-05-05 18:00:00,27.4,28.6,779.0,43.0,56.0
2026-05-05 19:00:00,36.2,38.4,846.0,53.9,29.0
2026-05-05 20:00:00,32.8,34.6,783.0,51.1,29.0
2026-05-05 21:00:00,33.1,34.9,648.0,47.2,28.0
2026-05-05 22:00:00,32.4,34.2,512.0,43.5,28.0
2026-05-05 23:00:00,31.1,32.9,376.0,40.7,28.0
2026-05-06 00:00:00,31.7,33.6,238.0,38.1,29.0
2026-05-06 01:00:00,32.4,34.2,164.0,35.4,30.0
2026-05-06 02:00:00,32.4,34.5,114.0,31.5,32.0
2026-05-06 03:00:00,32.2,34.3,128.0,27.4,35.0
2026-05-06 04:00:00,30.6,32.9,386.0,25.7,39.0
2026-05-06 05:00:00,31.4,33.5,1205.0,29.2,42.0
2026-05-06 06:00:00,38.9,40.7,2267.0,35.1,46.0
2026-05-06 07:00:00,48.2,51.0,2803.0,41.6,58.0
2026-05-06 08:00:00,31.4,35.3,2294.0,33.3,83.0
2026-05-06 09:00:00,25.3,28.7,1258.0,21.8,118.0
2026-05-06 10:00:00,20.4,22.5,476.0,12.8,144.0
2026-05-06 11:00:00,16.4,17.3,285.0,8.7,154.0
2026-05-06 12:00:00,14.4,15.0,348.0,7.1,156.0
2026-05-06 13:00:00,13.1,13.6,429.0,7.1,151.0
2026-05-06 14:00:00,11.7,12.0,465.0,7.7,140.0
2026-05-06 15:00:00,10.7,10.9,520.0,10.0,124.0
2026-05-06 16:00:00,11.6,11.8,548.0,15.5,105.0
2026-05-06 17:00:00,18.6,18.9,513.0,27.5,82.0
2026-05-06 18:00:00,26.5,27.3,451.0,42.8,57.0
2026-05-06 19:00:00,30.9,32.9,422.0,50.3,28.0
2026-05-06 20:00:00,28.4,30.3,471.0,48.0,28.0
2026-05-06 21:00:00,29.6,31.5,553.0,45.0,28.0
2026-05-06 22:00:00,33.8,35.7,595.0,43.8,27.0
2026-05-06 23:00:00,38.1,40.3,520.0,46.2,23.0
2026-05-07 00:00:00,43.2,45.5,406.0,50.5,17.0
2026-05-07 01:00:00,50.6,53.0,409.0,53.8,13.0
2026-05-07 02:00:00,57.7,60.3,553.0,54.9,8.0
2026-05-07 03:00:00,61.7,64.3,815.0,55.2,5.0
2026-05-07 04:00:00,63.3,65.9,1280.0,55.5,8.0
2026-05-07 05:00:00,66.6,69.6,2273.0,58.0,22.0
2026-05-07 06:00:00,78.0,81.3,3468.0,60.6,43.0
2026-05-07 07:00:00,49.7,50.4,3980.0,48.6,65.0
2026-05-07 08:00:00,28.5,29.0,3160.0,39.0,84.0
2026-05-07 09:00:00,16.8,17.1,1656.0,25.8,111.0
2026-05-07 10:00:00,13.5,13.7,521.0,15.3,131.0
2026-05-07 11:00:00,11.8,12.0,218.0,10.2,140.0
2026-05-07 12:00:00,10.6,10.7,284.0,8.0,142.0
2026-05-07 13:00:00,10.0,10.0,385.0,7.4,139.0
2026-05-07 14:00:00,9.1,9.1,434.0,7.3,131.0
2026-05-07 15:00:00,8.7,8.8,519.0,8.9,119.0
2026-05-07 16:00:00,9.2,9.3,566.0,14.4,102.0
2026-05-07 17:00:00,15.5,15.6,534.0,27.8,78.0
2026-05-07 18:00:00,24.4,25.0,465.0,45.2,49.0
2026-05-07 19:00:00,44.6,46.8,411.0,64.7,19.0
2026-05-07 20:00:00,41.1,41.6,396.0,60.9,19.0
2026-05-07 21:00:00,39.0,39.7,396.0,55.6,20.0
2026-05-07 22:00:00,40.0,41.2,386.0,51.3,20.0
